1956120.39,30947400.32
1290037.479,600517.0148
411824.5805,481026.1718
170790.486,450782.2131
73402.63467,463145.6374
23155.60134,274000.8672
9717.912738,302033.3082
4176.581583,389504.4447
1349.262429,366995.4199
559.5615147,303672.1756
232.0594437,320557.9951
76.77251149,252638.491
31.46238465,331136.9015
13.36208066,223072.3848
4.215203093,182595.405
1.790197544,236754.141
0.751307783,191708.4675
0.242713172,186590.9128
0.085371448,161746.2662
0.074819983,161746.2662
0.005894749,425907.6746
0.01331067,224133.0123
0.022304777,187687.996
0.032756752,170857.9089
0.053954237,185254.8705
