x,y
992470154.3077372, 7979.862480090754
545770265.1170545, 6934.2009936236955
237738941.09371874, 6500.411137670493
128599112.49075426, 5417.669426117119
70700999.70288043, 5033.289594211061
30787318.492941745, 5172.781279767899
16644610.641074054, 5011.089817017858
9002411.732853789, 4318.401936914153
3985771.2044087616, 4475.12739219421
2119051.13923724, 4482.83061323206
1145765.205505996, 4199.9217741797165
515848.08935380244, 4209.055839455453
269722.7054626036, 4251.880688609462
145825.13498658212, 4084.692246556755
65657.56795844172, 4025.716868376049
35495.51353903683, 3932.6119856451637
19190.01170880434, 3809.6858942454824
8355.688431759934, 4014.6784434029505
4516.943950686697, 3987.9365209625253
2442.151968560359, 3799.2398213373176
1099.7083080201617, 3621.274079402555
594.5016632996162, 3567.213204150509
316.1168650374188, 3427.1017165745006
142.31830384830343, 3463.3810797828182
17.814109817728788, 3396.7835630699765
9.789969910088626, 3517.9907128914456
26.544368821461347, 3567.5899414566793
33.502918195059834, 3506.2279542813785
73.18958026231078, 3469.656795951502
139.9633290418213, 3521.9203952153466
49.93844998387483, 3359.072723194727
42.28308467478078, 3504.006995784657
63.025904098910495, 3356.9449775937674
