21244465,43624813.31
8464462,17269.76418
3469569,16524.13647
1422037,15697.83559
448641,16480.57961
183828,15323.5502
78660,13747.19386
24456,14432.40059
10636,14624.95695
4426,14608.42276
1413,13007.17165
580,13562.86985
248,12080.7777
78,12236.88231
31,11624.74937
13,11611.82597
4,11347.793
1,10551.51193
