25019508689.46348, 42099095.87164891
12266472413.528687, 169872.21556112188
5024995608.882801, 163412.7167698258
2156059568.037134, 165966.50580467551
699796281.3919022, 134618.0657524294
286872587.88877016, 122657.9619100495
124857540.3201, 138858.52470524996
39832098.92702406, 127506.4765933759
16555258.532685945, 134618.0657524294
7109655.821617158, 127506.4765933759
2267900.1706914315, 117993.81507424326
958716.0254743504, 112630.35224141038
410579.17128088954, 132546.6469529288
126968.052368551, 119837.80443488233
54504.80963543258, 117082.48814948298
23031.840268833515, 115280.89587663628
7341.07254403645, 113507.0253815625
3103.928361307957, 106680.32772201629
1331.9251457675018, 107510.68806481303
418.0992975523141, 102623.7405650219
174.06611446237318, 94967.46353577293
75.87275614737658, 95706.65526174517
24.16419075689839, 100264.21082412906
8.893213586358518, 96459.8717694589
0.5675450097458407, 100447.43047821075
1.3117556125662744, 96760.9052274
2.2542863649645035, 96459.8717694589
3.0675608786523663, 99823.39744764783
5.33529104494702, 104274.40985553991
7.214530091305165, 107910.42604230571
9.834137260839102, 97669.65415721698
4.286324520920311, 93209.67929047078
6.334683010044694, 91198.63051325054
