1956120.39,30947400.32
1290037.479,6005170.148
411824.5805,4810261.718
170790.486,4507822.131
73402.63467,4631456.374
23155.60134,2740008.672
9717.912738,3020333.082
4176.581583,3895044.447
1349.262429,3669954.199
559.5615147,3036721.756
232.0594437,3205579.951
76.77251149,2526384.91
31.46238465,3311369.015
13.36208066,2230723.848
4.215203093,1825954.05
1.790197544,2367541.41
0.751307783,1917084.675
0.242713172,1865909.128
0.085371448,1617462.662
0.074819983,1617462.662
0.005894749,4259076.746
0.01331067,2241330.123
0.022304777,1876879.96
0.032756752,1708579.089
0.053954237,1852548.705
