x,y
134970179.54057404, 12788.164190833764
73321638.77240582, 12386.776873258894
31996042.334610987, 20028.889343832787
17381633.97418989, 17100.64366771721
9151555.20253864, 11707.65402613641
4056523.7254427415, 11249.80290724745
2169468.4609938716, 11245.785004019663
1197133.8067963652, 9086.081803407096
514294.37937953003, 7398.200740832148
283792.64288476325, 6889.00996333836
151775.0738986233, 6414.750328711737
66231.49415512841, 5787.002269870142
35979.812032028865, 5561.335633758943
19545.78996554154, 5429.425452918942
8663.87832154972, 4936.922452904531
4706.593403247138, 5133.674564657504
2517.132066311787, 4972.497423638287
1115.745435730312, 4629.679962017039
596.7115434658496, 4555.609793810203
319.1271545487737, 4412.581607485256
143.68713769405178, 4410.572347367702
9.591354759004197, 4233.511008973612
18.796010768490728, 4235.1370244381615
74.47785839826184, 4238.466631118805
18.504215099204554, 4235.099203032948
25.70194707224831, 4169.612728140599
31.996042334611055, 4303.765977174241
59.82696092809753, 4549.6332383682475
45.14260703693229, 4338.690102208066
51.16191270667278, 4478.04330049969
